Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Name,Type,Address,City,Contact,Claim_ID,Receiver_ID,Status,Timestamp,Name_Receiver,Type_Receiver,City_Receiver,Contact_Receiver
73,Soup,48,2025-03-19,485,Restaurant,East Andrea,Vegan,Breakfast,Baker-Mcdonald,Restaurant,"290 Bowen Loaf Apt. 261
Gordonshire, ME 35368",East Andrea,933.503.6294x194,269.0,880.0,Completed,2025-03-13 14:01:00,Kristen Foster,Shelter,North Ricardo,749.252.8592
73,Soup,48,2025-03-19,485,Restaurant,East Andrea,Vegan,Breakfast,Baker-Mcdonald,Restaurant,"290 Bowen Loaf Apt. 261
Gordonshire, ME 35368",East Andrea,933.503.6294x194,513.0,283.0,Cancelled,2025-03-05 20:17:00,Edward Cook,Charity,Isaiahtown,990-534-5202x158
74,Chicken,12,2025-03-29,387,Grocery Store,West Juliabury,Non-Vegetarian,Breakfast,Barrera-Ward,Grocery Store,"55591 Eric Corners Apt. 955
Riveraburgh, NJ 52897",West Juliabury,958.242.0037,493.0,294.0,Cancelled,2025-03-18 05:15:00,Cynthia Horton,NGO,Jamesstad,535.576.5970x774
75,Bread,35,2025-03-24,389,Grocery Store,Davidborough,Vegetarian,Dinner,Hunt-Lee,Grocery Store,"1004 Michael Mission
East Kenneth, NY 07626",Davidborough,001-681-802-0601x91223,,,,,,,,
76,Pasta,40,2025-03-16,905,Restaurant,North Kennethshire,Vegan,Lunch,Ayers LLC,Restaurant,"901 Pacheco Dale
Robertport, OK 20674",North Kennethshire,(922)213-3651x61067,,,,,,,,
77,Rice,4,2025-03-19,890,Restaurant,Pereztown,Vegetarian,Lunch,"Simpson, Mcguire and Brown",Restaurant,"950 Dawn Mountains
New Robert, MI 58996",Pereztown,274.464.1201x34627,,,,,,,,
78,Chicken,1,2025-03-23,913,Grocery Store,Erikatown,Non-Vegetarian,Dinner,Crosby Group,Grocery Store,"81218 Peter Rest Apt. 173
East Caitlinport, NV 39150",Erikatown,+1-307-053-5303x7456,653.0,765.0,Pending,2025-03-02 10:50:00,Joshua Hooper,Shelter,Buchananton,+1-013-463-1430x05130
79,Rice,25,2025-03-19,100,Catering Service,Mooreview,Vegan,Breakfast,Greene-Garcia,Catering Service,"USS Smith
FPO AE 39123",Mooreview,155.846.6299,457.0,508.0,Pending,2025-03-05 04:11:00,Kimberly Wilson,Individual,Susanville,9903662975
80,Dairy,36,2025-03-29,434,Restaurant,Nicoletown,Vegetarian,Breakfast,Kennedy-Johnston,Restaurant,"72862 Matthew Prairie Apt. 637
Reidland, CA 77085",Nicoletown,(669)695-7079x59486,184.0,50.0,Cancelled,2025-03-02 04:01:00,Brian Gonzales,NGO,North Sarah,001-241-438-2803x907
81,Fruits,33,2025-03-18,848,Supermarket,Fowlerbury,Vegetarian,Snacks,Fisher PLC,Supermarket,"350 Danny Flats Suite 806
Smithfort, IN 28216",Fowlerbury,+1-823-181-5943x270,300.0,645.0,Pending,2025-03-14 16:21:00,Steven Armstrong,NGO,Robertfurt,2161559564
82,Vegetables,26,2025-03-23,631,Supermarket,North Kevinhaven,Non-Vegetarian,Snacks,"Mueller, Savage and Hudson",Supermarket,"959 Joseph Square Apt. 513
Lake Jennifer, IL 84011",North Kevinhaven,(995)505-1664,,,,,,,,
83,Rice,44,2025-03-28,312,Restaurant,North Ianbury,Vegetarian,Dinner,Garcia-Hunter,Restaurant,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411,702.0,150.0,Cancelled,2025-03-11 23:02:00,Kelly Howe,Charity,Davidmouth,096.059.3098x621
84,Rice,25,2025-03-23,967,Grocery Store,Coleburgh,Vegan,Snacks,Miller Inc,Grocery Store,"97290 Stephanie Mountains Apt. 247
Lindseyburgh, WY 63235",Coleburgh,+1-926-386-9945x8729,369.0,105.0,Completed,2025-03-10 02:34:00,Trevor Wilson,NGO,North Pamela,001-651-719-1403x4050
84,Rice,25,2025-03-23,967,Grocery Store,Coleburgh,Vegan,Snacks,Miller Inc,Grocery Store,"97290 Stephanie Mountains Apt. 247
Lindseyburgh, WY 63235",Coleburgh,+1-926-386-9945x8729,502.0,168.0,Completed,2025-03-05 01:43:00,Kayla Johnson,Shelter,East Timhaven,786.534.5065
84,Rice,25,2025-03-23,967,Grocery Store,Coleburgh,Vegan,Snacks,Miller Inc,Grocery Store,"97290 Stephanie Mountains Apt. 247
Lindseyburgh, WY 63235",Coleburgh,+1-926-386-9945x8729,736.0,544.0,Completed,2025-03-14 23:52:00,Matthew Wright,NGO,Port Traci,001-782-074-4708
85,Pasta,28,2025-03-16,554,Restaurant,Brandyberg,Vegan,Lunch,Jackson Ltd,Restaurant,"325 Becker Pass
West Bobshire, MT 42103",Brandyberg,920-705-5617x44135,690.0,781.0,Completed,2025-03-09 18:58:00,Jason Taylor,NGO,Reginaburgh,150-638-0354x9178
86,Soup,13,2025-03-30,288,Supermarket,Maynardstad,Vegetarian,Dinner,Carlson-Mathis,Supermarket,"98491 Matthews Mall
Lake Juantown, NY 51580",Maynardstad,518.257.3189x434,668.0,205.0,Cancelled,2025-03-10 09:10:00,Kimberly Wilkins,Charity,West Casey,3783162949
87,Salad,37,2025-03-28,34,Grocery Store,North Garybury,Vegan,Breakfast,"Cooper, Smith and King",Grocery Store,"439 Barnes Courts Apt. 349
South Gregory, MO 73315",North Garybury,+1-812-193-0704x61726,,,,,,,,
88,Vegetables,22,2025-03-21,491,Supermarket,Samanthabury,Non-Vegetarian,Dinner,Wilkerson-Woods,Supermarket,"51520 Deborah Views Apt. 001
Moranbury, VT 92348",Samanthabury,3597678978,413.0,791.0,Completed,2025-03-10 20:51:00,David Kennedy,Charity,Port Caleb,001-061-612-9715x40982
89,Chicken,3,2025-03-27,844,Grocery Store,Olsenstad,Vegan,Lunch,Gallagher-Brown,Grocery Store,"USNV Morris
FPO AP 79488",Olsenstad,9339428554,105.0,619.0,Completed,2025-03-15 23:07:00,Taylor Estrada,NGO,Nguyenview,001-351-556-5960x359
89,Chicken,3,2025-03-27,844,Grocery Store,Olsenstad,Vegan,Lunch,Gallagher-Brown,Grocery Store,"USNV Morris
FPO AP 79488",Olsenstad,9339428554,943.0,934.0,Pending,2025-03-02 00:43:00,Dr. Wendy Terrell,Charity,Erikashire,566-236-8791
90,Bread,29,2025-03-23,477,Supermarket,East Jacobchester,Vegan,Breakfast,Alvarado LLC,Supermarket,"48690 Boyle Plaza Suite 271
North Briantown, AK 84478",East Jacobchester,5915828492,510.0,419.0,Pending,2025-03-12 09:35:00,Teresa Jackson,Shelter,Port Thomasstad,001-620-115-6715x07034
91,Vegetables,9,2025-03-22,275,Supermarket,Brittanyport,Vegetarian,Breakfast,"Floyd, Jones and Alvarado",Supermarket,"55399 Bullock Cove Apt. 326
East Latoya, KY 21621",Brittanyport,106.317.0700x02344,,,,,,,,
92,Chicken,42,2025-03-20,752,Grocery Store,East Heatherport,Vegetarian,Breakfast,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,265.0,103.0,Cancelled,2025-03-15 07:39:00,Karen Cruz,Individual,West Justin,(500)583-5978
92,Chicken,42,2025-03-20,752,Grocery Store,East Heatherport,Vegetarian,Breakfast,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,588.0,640.0,Cancelled,2025-03-12 05:36:00,Joseph Smith,NGO,Anthonystad,716-698-3766x7391
92,Chicken,42,2025-03-20,752,Grocery Store,East Heatherport,Vegetarian,Breakfast,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,612.0,192.0,Completed,2025-03-13 21:16:00,Rhonda King,Individual,Toddborough,367-958-5492
92,Chicken,42,2025-03-20,752,Grocery Store,East Heatherport,Vegetarian,Breakfast,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,918.0,42.0,Completed,2025-03-11 09:59:00,Maria Jacobs,NGO,Port Dawntown,(225)019-8954
93,Salad,49,2025-03-20,264,Catering Service,New Richard,Vegetarian,Lunch,Holland and Sons,Catering Service,"430 Tyler View Apt. 166
South Katherine, TX 04269",New Richard,184-401-2586x9344,,,,,,,,
94,Rice,35,2025-03-16,722,Restaurant,Linchester,Vegetarian,Lunch,Young-Luna,Restaurant,"42661 Harris Motorway Apt. 610
Garrettville, OH 22338",Linchester,001-367-389-8038x71593,206.0,747.0,Completed,2025-03-06 16:41:00,Vanessa Johnson,Shelter,Wilsonshire,(151)347-7079x5528
94,Rice,35,2025-03-16,722,Restaurant,Linchester,Vegetarian,Lunch,Young-Luna,Restaurant,"42661 Harris Motorway Apt. 610
Garrettville, OH 22338",Linchester,001-367-389-8038x71593,387.0,547.0,Cancelled,2025-03-19 21:23:00,James Kennedy,Charity,South Donaldshire,543.901.8742x48816
95,Pasta,19,2025-03-24,120,Restaurant,New Lisa,Vegan,Snacks,Burns-Davis,Restaurant,"100 Jill Trail Suite 664
Danielmouth, TX 62651",New Lisa,+1-749-554-2482x64065,814.0,438.0,Completed,2025-03-15 18:11:00,Jane Davis,Individual,Lake Joshuaville,001-480-554-8487x778
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,Henry PLC,Restaurant,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,298.0,595.0,Cancelled,2025-03-19 06:08:00,Courtney Whitney,Individual,West Mariashire,001-528-446-7897
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,Henry PLC,Restaurant,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,823.0,800.0,Cancelled,2025-03-07 21:50:00,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513
96,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-Vegetarian,Breakfast,Henry PLC,Restaurant,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,104.576.7855x2145,936.0,170.0,Cancelled,2025-03-08 01:17:00,Adam Browning,Charity,Port Erica,196.596.9067
97,Rice,44,2025-03-21,346,Grocery Store,Thomasville,Vegetarian,Dinner,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,200.0,350.0,Completed,2025-03-08 21:48:00,Sylvia Stanley,Shelter,Jenniferbury,065-230-0281
97,Rice,44,2025-03-21,346,Grocery Store,Thomasville,Vegetarian,Dinner,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,283.0,102.0,Pending,2025-03-07 08:11:00,Daniel Burton,Individual,North Matthewhaven,972.284.4190x487
98,Salad,26,2025-03-29,632,Supermarket,Davidville,Vegetarian,Breakfast,"Oliver, Ross and Johnson",Supermarket,"24971 Stephanie Manors Suite 735
East Jessemouth, SD 28563",Davidville,001-179-898-4092,659.0,864.0,Cancelled,2025-03-17 02:31:00,Justin Anderson,NGO,South Craigborough,+1-967-629-8865x504
99,Bread,8,2025-03-28,162,Restaurant,Penabury,Non-Vegetarian,Dinner,"Moore, Perez and Young",Restaurant,"48313 Taylor Junctions Apt. 845
Petersborough, VT 51814",Penabury,345.405.3372x9178,,,,,,,,
100,Vegetables,22,2025-03-18,647,Restaurant,West Kara,Vegan,Breakfast,Hayes Inc,Restaurant,"196 Emma Ville
South Lisaside, CT 21368",West Kara,423-402-5949x4533,802.0,729.0,Completed,2025-03-17 09:35:00,David Spence,Charity,Port Curtisside,+1-843-006-1807
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,99.0,995.0,Completed,2025-03-01 02:21:00,Brittany Taylor,Individual,Andrewsport,296-568-7106x4981
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,100.0,892.0,Pending,2025-03-19 19:11:00,Brian Hardy,NGO,Lake Williamhaven,(062)642-7542x67155
101,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-Vegetarian,Dinner,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,426.0,538.0,Completed,2025-03-18 07:28:00,Ronald Norton,Individual,Carterton,+1-311-060-5846x0735
102,Rice,35,2025-03-19,584,Supermarket,Moralesside,Vegetarian,Snacks,Sanders-Hale,Supermarket,"41546 Frank Islands
Lake Reginaldberg, AR 06319",Moralesside,+1-625-938-4941x95891,,,,,,,,
103,Bread,35,2025-03-30,391,Supermarket,South Jerryside,Non-Vegetarian,Snacks,Lambert Ltd,Supermarket,"10860 Jones Fields
North Nicholasmouth, MI 89187",South Jerryside,351.542.5864x527,,,,,,,,
104,Dairy,3,2025-03-29,468,Supermarket,East Johnburgh,Non-Vegetarian,Dinner,Alexander-Mendoza,Supermarket,"08769 Colleen Mount Apt. 218
Torresberg, TN 59083",East Johnburgh,596.249.3643x159,786.0,977.0,Pending,2025-03-09 13:13:00,Pamela Scott,Charity,South Paul,310-642-0442
105,Rice,2,2025-03-24,698,Grocery Store,Phillipsmouth,Non-Vegetarian,Breakfast,Hawkins-Novak,Grocery Store,"2372 Jessica Lake
Lake Tamara, NY 49712",Phillipsmouth,961.144.7736x679,,,,,,,,
106,Rice,31,2025-03-19,253,Catering Service,Sharonton,Vegetarian,Breakfast,Gonzales-Keith,Catering Service,"4934 Mitchell Lake
Sharonchester, NJ 09163",Sharonton,986-491-7149x656,486.0,645.0,Cancelled,2025-03-04 11:54:00,Steven Armstrong,NGO,Robertfurt,2161559564
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,Barber Ltd,Catering Service,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,310.0,997.0,Cancelled,2025-03-08 21:25:00,Amanda Cain,NGO,New Steven,+1-001-491-5601x5316
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,Barber Ltd,Catering Service,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,359.0,531.0,Cancelled,2025-03-14 22:15:00,Alexandra Rogers,Charity,Paulaburgh,911-326-3274x85954
107,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,Barber Ltd,Catering Service,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,994.0,93.0,Cancelled,2025-03-03 22:13:00,Allison Bray,Individual,Alexatown,001-122-277-3588
108,Fruits,22,2025-03-25,835,Catering Service,Thorntonbury,Non-Vegetarian,Snacks,Smith-Paul,Catering Service,"807 Taylor Stream
New Cameron, AR 20442",Thorntonbury,001-222-287-5923x26280,118.0,927.0,Cancelled,2025-03-07 04:56:00,Mary Escobar,Individual,Gloriaview,(663)863-6846x9153
109,Fruits,7,2025-03-24,998,Grocery Store,Joshuastad,Vegan,Dinner,Novak Group,Grocery Store,"934 Zachary Run
Melissamouth, WY 02729",Joshuastad,(903)642-1969x3300,133.0,866.0,Pending,2025-03-10 13:34:00,Jose Cooper,Shelter,Pooleside,(083)601-2157
109,Fruits,7,2025-03-24,998,Grocery Store,Joshuastad,Vegan,Dinner,Novak Group,Grocery Store,"934 Zachary Run
Melissamouth, WY 02729",Joshuastad,(903)642-1969x3300,917.0,935.0,Completed,2025-03-03 10:41:00,John Harris,NGO,Riverafort,+1-827-545-0294x5697
110,Salad,49,2025-03-17,354,Catering Service,South Alicia,Vegan,Dinner,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,102.0,772.0,Completed,2025-03-16 06:03:00,Cassandra Yoder,Charity,Danielfurt,+1-928-766-0621x673
110,Salad,49,2025-03-17,354,Catering Service,South Alicia,Vegan,Dinner,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,700.0,901.0,Completed,2025-03-08 19:12:00,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177
111,Soup,13,2025-03-17,904,Grocery Store,West Miaside,Vegetarian,Snacks,Smith-Morales,Grocery Store,"92861 Megan Extension Apt. 163
Jacobsburgh, MD 32991",West Miaside,481.162.2452x4959,196.0,416.0,Completed,2025-03-20 19:37:00,Ernest Cox,Shelter,Christinaland,(061)462-4166
112,Chicken,32,2025-03-25,308,Catering Service,Brittanyside,Vegetarian,Lunch,Doyle LLC,Catering Service,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,,,,,,,,
113,Soup,14,2025-03-16,623,Supermarket,Latoyaberg,Vegetarian,Breakfast,Williams Inc,Supermarket,"8908 Rich Road
Marvinfurt, MT 26167",Latoyaberg,(031)347-8261,642.0,255.0,Pending,2025-03-20 19:57:00,Walter Myers,Individual,New Tina,+1-285-278-8381x0454
114,Vegetables,28,2025-03-27,906,Supermarket,West Kevin,Vegan,Breakfast,Wright LLC,Supermarket,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,145.0,695.0,Pending,2025-03-13 05:28:00,Janet Newton,Individual,West Amandaport,930-590-8261
114,Vegetables,28,2025-03-27,906,Supermarket,West Kevin,Vegan,Breakfast,Wright LLC,Supermarket,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,410.0,974.0,Cancelled,2025-03-01 15:29:00,Mark Miller,NGO,North Joshua,011.361.1154x694
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,Johnson PLC,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,431.0,679.0,Completed,2025-03-20 11:53:00,Alexis Rodriguez,Shelter,South Shirleymouth,(748)827-8108x926
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,Johnson PLC,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,536.0,162.0,Cancelled,2025-03-12 14:24:00,Douglas Baxter,Individual,Amandaville,+1-139-598-2308x18363
115,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,Johnson PLC,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,(764)089-8990x152,550.0,882.0,Pending,2025-03-15 02:55:00,Steven Shaffer,Shelter,Rodneyport,(799)793-9460
116,Soup,32,2025-03-23,570,Supermarket,Lake Vanessa,Vegetarian,Lunch,"Jones, Calderon and Finley",Supermarket,"213 Rodriguez Club Apt. 768
Murphyhaven, ND 27372",Lake Vanessa,001-277-343-9322x828,321.0,267.0,Completed,2025-03-12 18:14:00,Randall Robbins,Shelter,Dylanton,+1-382-112-6000
116,Soup,32,2025-03-23,570,Supermarket,Lake Vanessa,Vegetarian,Lunch,"Jones, Calderon and Finley",Supermarket,"213 Rodriguez Club Apt. 768
Murphyhaven, ND 27372",Lake Vanessa,001-277-343-9322x828,392.0,600.0,Completed,2025-03-08 21:48:00,Bruce Alexander,Individual,New Tammyhaven,376.501.2938
117,Soup,32,2025-03-21,530,Catering Service,Johnstonhaven,Non-Vegetarian,Snacks,"Spencer, Eaton and Young",Catering Service,"904 Freeman Lodge Suite 905
Lake Stephanieshire, NE 73215",Johnstonhaven,808.707.2502x64682,,,,,,,,
118,Dairy,42,2025-03-28,863,Restaurant,Port Michael,Vegan,Lunch,Johnson-Mejia,Restaurant,"USNS Callahan
FPO AA 79594",Port Michael,(145)733-6977x4017,,,,,,,,
119,Bread,49,2025-03-28,135,Catering Service,East Candace,Non-Vegetarian,Breakfast,Dyer Group,Catering Service,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,906.900.1026,63.0,279.0,Pending,2025-03-08 21:30:00,Angela Wyatt,Charity,Port Jessica,592.913.1646x3179
120,Rice,30,2025-03-18,785,Catering Service,Lindseybury,Vegan,Lunch,Crane LLC,Catering Service,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,646.0,713.0,Cancelled,2025-03-13 13:29:00,Robert Moses,Shelter,Port Terry,(629)870-5299x9094
121,Vegetables,16,2025-03-30,314,Restaurant,Rodriguezfurt,Non-Vegetarian,Dinner,Wright-Mcclure,Restaurant,"569 Laurie Lake
Lake Erikview, WY 06966",Rodriguezfurt,+1-982-494-3609x2407,,,,,,,,
122,Fruits,7,2025-03-20,846,Supermarket,South Thomasville,Vegan,Snacks,Miller Inc,Supermarket,"7787 Warren Estates Suite 246
Phillipsburgh, OK 32953",South Thomasville,394.144.5269x2229,,,,,,,,
123,Soup,11,2025-03-25,148,Grocery Store,Annahaven,Vegetarian,Lunch,"Perry, Cabrera and Owens",Grocery Store,"97775 Rice Forks
Johnsontown, RI 35006",Annahaven,626-321-0040x18014,,,,,,,,
124,Salad,50,2025-03-19,909,Restaurant,Sheilaburgh,Vegetarian,Snacks,"Gibbs, Green and Krause",Restaurant,"9340 Dalton Junctions Suite 998
Tiffanymouth, SD 76155",Sheilaburgh,001-228-747-8247x18530,,,,,,,,
125,Rice,21,2025-03-17,982,Grocery Store,Westbury,Vegan,Dinner,Martinez PLC,Grocery Store,"93509 Solomon Station
Sarahview, NH 55581",Westbury,944-129-2371x8219,846.0,549.0,Cancelled,2025-03-18 13:25:00,Trevor Lam,NGO,New Alexismouth,726-277-0665
126,Dairy,27,2025-03-18,54,Supermarket,Lake Rachael,Vegan,Lunch,"Bennett, Phillips and Green",Supermarket,"Unit 0882 Box 8764
DPO AE 00627",Lake Rachael,001-350-580-0382x854,822.0,122.0,Pending,2025-03-04 06:00:00,Drew Cline,NGO,Port Patriciachester,517-828-7715
127,Rice,48,2025-03-30,763,Restaurant,Josephburgh,Vegan,Snacks,Manning Ltd,Restaurant,"91482 Adam Light Suite 699
Robertberg, MA 25709",Josephburgh,187-286-3552,,,,,,,,
128,Rice,39,2025-03-22,235,Catering Service,Gutierrezshire,Vegetarian,Snacks,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,444.0,660.0,Cancelled,2025-03-11 03:57:00,James Hernandez II,Charity,Kenthaven,001-036-235-2960
128,Rice,39,2025-03-22,235,Catering Service,Gutierrezshire,Vegetarian,Snacks,Gutierrez LLC,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,890.0,276.0,Cancelled,2025-03-13 08:03:00,Scott Hunter,Individual,Greenton,074.305.5053x60975
129,Chicken,26,2025-03-21,798,Grocery Store,North Amanda,Vegan,Dinner,Jordan LLC,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460,435.0,531.0,Pending,2025-03-14 10:48:00,Alexandra Rogers,Charity,Paulaburgh,911-326-3274x85954
130,Vegetables,47,2025-03-29,997,Catering Service,East Rossside,Vegan,Breakfast,Garza-Williams,Catering Service,"08864 Figueroa Radial Suite 948
Jennaberg, AZ 21207",East Rossside,001-924-441-3963x746,,,,,,,,
131,Fish,16,2025-03-18,241,Catering Service,Devinmouth,Vegan,Dinner,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,801.0,72.0,Completed,2025-03-04 15:42:00,Charles Davidson,Shelter,West Angelatown,+1-294-698-2957
132,Soup,20,2025-03-19,840,Restaurant,Cisnerostown,Non-Vegetarian,Snacks,Farmer Ltd,Restaurant,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,742.0,358.0,Pending,2025-03-15 15:01:00,Brian Davis,Charity,Williamsfort,(750)646-5852
133,Rice,28,2025-03-19,795,Catering Service,Brownberg,Vegan,Lunch,Rollins-Mclaughlin,Catering Service,"9872 Reginald Locks Suite 116
Deniseland, CO 25700",Brownberg,728-509-6340x7211,832.0,128.0,Completed,2025-03-20 08:29:00,Sarah Carter,Charity,New Benjamin,001-513-018-5852
134,Rice,1,2025-03-16,39,Supermarket,Brittanyville,Vegan,Dinner,Fernandez-Bridges,Supermarket,"77717 Amanda Plains Apt. 231
Danielberg, CA 13392",Brittanyville,001-714-175-0277x076,509.0,600.0,Cancelled,2025-03-17 15:43:00,Bruce Alexander,Individual,New Tammyhaven,376.501.2938
